id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_scree-1i-1g_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,v_type_of_assessment,start,end,event,two_year_recid,score_text
5420,Male,22,Less_than_25,African-American,0,0,0,2,-22,23,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,550,1,1,Low
5423,Male,59,Greater_than_45,Caucasian,0,0,0,2,-19,19,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,861,0,0,Low
5425,Female,33,25-45,African-American,0,0,0,0,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,28,233,0,1,High
5426,Male,39,25-45,Caucasian,0,0,0,21,-216,216,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,583,0,0,High
5427,Female,43,25-45,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,173,0,0,Low
5428,Male,25,25-45,Caucasian,0,0,0,5,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,101,165,0,1,Low
5429,Male,36,25-45,African-American,3,0,2,19,90,159,M,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,0,89,1,1,High
5430,Male,23,Less_than_25,African-American,0,0,0,3,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,3,136,1,1,High
5431,Female,43,25-45,Caucasian,0,0,0,3,9,10,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,9,1,1,Low
5432,Male,56,Greater_than_45,Caucasian,0,0,0,9,-24,24,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,103,1,1,Low
5433,Female,20,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,3,303,1,1,High
5434,Male,50,Greater_than_45,African-American,0,0,0,2,-28,6,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,113,0,1,High
5435,Male,24,Less_than_25,Other,0,0,0,2,-49,49,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,290,1,1,High
5436,Female,54,Greater_than_45,Caucasian,0,0,0,1,-4,4,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1065,0,0,Low
5438,Male,20,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,1,90,0,1,High
5439,Male,36,25-45,Other,0,0,0,3,-1,1,M,1,(M1),0,N,1,(F3),Risk of Recidivism,Risk of Violence,45,215,1,1,Low
5440,Female,36,25-45,African-American,0,0,0,3,0,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,11,1,1,High
5441,Male,56,Greater_than_45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1063,0,0,Low
5442,Male,25,25-45,African-American,0,0,0,28,-55,53,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,5,1,1,High
5443,Male,25,25-45,African-American,1,0,0,2,-1,1,F,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,0,498,0,0,High
5444,Female,42,25-45,Caucasian,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,20,150,1,1,Low
5445,Male,34,25-45,African-American,0,2,0,9,-1,80,M,1,(M2),-1,N,1,(F6),Risk of Recidivism,Risk of Violence,0,33,1,1,High
5446,Male,48,Greater_than_45,African-American,0,0,0,4,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,494,0,0,High
5447,Male,34,25-45,African-American,1,0,0,21,-1,1,M,1,(M2),0,N,1,(M1),Risk of Recidivism,Risk of Violence,5,104,1,1,High
5448,Male,28,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1083,0,0,Low
5449,Male,32,25-45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,605,0,0,Low
5451,Female,31,25-45,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,752,0,0,Low
5453,Female,24,Less_than_25,African-American,0,0,0,4,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,5,24,1,1,High
5454,Female,25,25-45,Caucasian,0,0,0,0,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,238,1,1,Low
5455,Female,32,25-45,Caucasian,0,0,1,4,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,806,0,0,Low
5456,Male,37,25-45,African-American,0,0,0,20,0,0,F,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,0,165,1,1,High
5458,Male,24,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M2),51,N,0,N,Risk of Recidivism,Risk of Violence,1,2,1,1,Low
5459,Male,48,Greater_than_45,African-American,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,748,0,0,Low
5460,Male,25,25-45,African-American,1,2,0,9,43,20,F,1,(F3),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,43,1,1,High
5461,Male,35,25-45,African-American,0,0,0,1,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,837,0,0,Low
5463,Male,21,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(F2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,53,1,1,Low
5465,Female,21,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,32,160,0,1,High
5472,Female,27,25-45,Caucasian,0,0,0,0,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,1,119,1,1,Low
5473,Male,22,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,737,0,0,Low
5474,Male,28,25-45,African-American,0,0,0,4,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,558,0,0,High
5475,Male,26,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1058,0,0,Low
5476,Male,23,Less_than_25,Other,0,0,0,0,-1,1,M,1,(M1),146,N,0,N,Risk of Recidivism,Risk of Violence,0,21,1,1,Low
5477,Male,34,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1086,0,0,Low
5479,Male,22,Less_than_25,African-American,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,33,726,0,0,High
5482,Male,30,25-45,Other,0,0,0,5,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,61,177,1,1,High
5483,Male,44,25-45,Caucasian,0,0,0,5,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,7,760,0,0,Low
5484,Male,57,Greater_than_45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,16,858,0,0,Low
5485,Male,22,Less_than_25,African-American,0,0,1,0,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,4,50,1,1,High
5487,Male,34,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1120,0,0,Low
5489,Male,24,Less_than_25,African-American,0,0,0,7,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,67,227,0,1,High
5491,Male,20,Less_than_25,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,959,0,0,Low
5492,Male,35,25-45,Caucasian,0,0,0,2,-50,50,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,71,0,0,High
5494,Male,53,Greater_than_45,Hispanic,0,0,0,1,-8,8,M,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,102,0,1,Low
5495,Male,60,Greater_than_45,African-American,0,0,0,13,-13,13,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1037,0,0,Low
5496,Female,22,Less_than_25,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,770,0,0,High
5497,Male,43,25-45,Hispanic,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1117,0,0,Low
5500,Male,72,Greater_than_45,Caucasian,0,0,0,7,-1,2,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,921,0,0,Low
5501,Male,33,25-45,African-American,0,0,0,3,-1,1,F,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,3,17,1,1,High
5502,Male,24,Less_than_25,African-American,0,0,0,1,-1,2,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,282,1,1,Low
5505,Male,60,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,217,880,0,0,Low
5506,Male,24,Less_than_25,Caucasian,0,0,0,3,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,6,417,1,1,High
5507,Male,43,25-45,Other,0,0,0,2,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1186,0,0,Low
5508,Male,30,25-45,African-American,0,0,0,1,-5,5,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1017,0,0,Low
5511,Female,43,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,29,880,0,0,High
5512,Male,48,Greater_than_45,Hispanic,0,0,0,1,-8,9,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1131,0,0,Low
5514,Male,54,Greater_than_45,Other,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1145,0,0,Low
5515,Male,45,Greater_than_45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,950,0,0,Low
5517,Male,36,25-45,Other,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,3,1109,0,0,Low
5518,Male,31,25-45,Caucasian,0,0,0,1,0,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,922,1,0,Low
5519,Male,40,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1072,0,0,Low
5520,Male,50,Greater_than_45,Caucasian,0,0,0,1,-4,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,823,0,0,Low
5522,Female,26,25-45,Other,0,0,0,1,-24,1349,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,870,0,0,High
5524,Male,41,25-45,African-American,0,0,0,7,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,940,0,0,Low
5525,Male,34,25-45,Caucasian,0,0,1,5,-1,2,F,1,(F3),40,N,0,N,Risk of Recidivism,Risk of Violence,0,35,1,1,High
5528,Female,28,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,88,0,0,High
5530,Male,30,25-45,African-American,0,0,0,1,-48,48,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,807,0,0,Low
5531,Male,23,Less_than_25,Caucasian,0,0,2,2,0,0,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,292,1,1,High
5532,Female,37,25-45,Hispanic,0,0,0,0,-2,2,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,292,1,1,Low
5534,Male,35,25-45,Hispanic,0,0,0,5,-1,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1178,0,0,Low
5535,Male,21,Less_than_25,Caucasian,0,0,1,1,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,48,376,1,1,High
5536,Male,45,Greater_than_45,African-American,0,0,0,1,-70,70,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,779,0,0,High
5537,Female,22,Less_than_25,African-American,0,1,0,2,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,34,48,1,1,High
5539,Male,29,25-45,African-American,0,0,0,6,-1,1,F,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,35,39,1,1,High
5542,Female,30,25-45,African-American,0,0,0,0,-2,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,879,0,0,Low
5543,Male,45,Greater_than_45,Caucasian,0,0,0,3,-1,1,M,1,(M1),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,92,186,1,1,Low
5544,Female,24,Less_than_25,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,536,0,0,Low
5545,Male,31,25-45,Caucasian,0,0,0,4,0,0,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,29,64,0,1,High
5546,Male,56,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,863,0,0,Low
5548,Female,44,25-45,Hispanic,0,0,0,4,-85,86,F,1,(M2),79,N,0,N,Risk of Recidivism,Risk of Violence,0,35,1,1,Low
5550,Male,24,Less_than_25,African-American,0,4,0,14,-1,1,F,1,(F2),-1,N,1,(F2),Risk of Recidivism,Risk of Violence,179,408,1,1,High
5551,Male,38,25-45,African-American,0,0,0,11,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,17,972,0,0,High
5552,Male,51,Greater_than_45,African-American,0,0,0,22,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,34,272,1,1,High
5553,Male,22,Less_than_25,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1086,0,0,Low
5554,Male,28,25-45,African-American,0,0,0,5,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,903,0,0,High
5556,Male,47,Greater_than_45,African-American,0,0,1,19,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,211,503,1,1,High
5557,Male,51,Greater_than_45,African-American,0,0,0,0,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,29,73,1,1,Low
5558,Male,25,25-45,Caucasian,0,0,0,1,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,42,60,0,0,Low
5560,Male,53,Greater_than_45,Hispanic,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,68,0,0,Low
5561,Male,30,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,885,0,0,Low
5563,Male,33,25-45,Caucasian,0,0,0,0,0,0,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,329,1,1,High
5564,Male,35,25-45,African-American,0,0,0,5,-1,1,F,1,(F3),0,N,1,(M1),Risk of Recidivism,Risk of Violence,224,481,1,1,Low
5567,Female,33,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,826,0,0,Low
5568,Male,65,Greater_than_45,African-American,0,0,0,11,-1,2231,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1094,0,0,High
5569,Male,59,Greater_than_45,Other,0,0,0,1,-25,25,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,918,0,0,Low
5572,Female,37,25-45,African-American,0,0,0,4,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,813,0,0,High
5573,Female,33,25-45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,84,931,0,0,High
5574,Male,27,25-45,African-American,0,0,0,2,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,131,712,1,1,High
5575,Female,29,25-45,African-American,0,0,0,9,-1,1,F,1,(F3),135,N,0,N,Risk of Recidivism,Risk of Violence,14,465,1,1,High
5576,Male,26,25-45,Native_American,0,0,0,11,64,150,F,1,(M1),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,0,64,0,1,High
5578,Male,24,Less_than_25,African-American,0,0,3,3,-1,1,F,1,(M1),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,43,272,1,1,High
5579,Male,43,25-45,African-American,0,0,0,5,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1094,0,0,High
5583,Male,37,25-45,African-American,0,0,0,11,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,110,0,1,High
5584,Male,53,Greater_than_45,African-American,0,0,0,13,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,90,1093,0,0,High
5585,Male,43,25-45,African-American,0,0,0,4,-39,39,F,1,(M2),1,N,0,N,Risk of Recidivism,Risk of Violence,0,1045,1,0,Low
5586,Male,26,25-45,African-American,0,0,0,4,0,0,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,1,139,1,1,High
5590,Female,30,25-45,Caucasian,0,0,0,1,-27,27,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,934,0,0,Low
5591,Male,27,25-45,African-American,0,0,0,6,0,0,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,2,30,0,1,High
5592,Male,39,25-45,Caucasian,0,0,0,9,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,90,1,1,High
5593,Male,37,25-45,Caucasian,0,0,0,4,0,0,M,1,(M1),1,N,1,(M2),Risk of Recidivism,Risk of Violence,0,211,1,1,Low
5594,Male,22,Less_than_25,Caucasian,0,0,0,3,0,1,M,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,11,223,0,1,High
5596,Male,25,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,902,0,0,High
5598,Male,26,25-45,Hispanic,0,0,0,1,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,945,0,0,High
5599,Female,28,25-45,Caucasian,0,0,0,0,-2,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1159,0,0,High
5600,Male,25,25-45,African-American,0,0,0,0,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,213,1,1,High
5601,Male,58,Greater_than_45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,388,0,0,Low
5603,Female,29,25-45,Caucasian,0,0,0,1,-2,2,M,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,0,7,0,1,High
5604,Male,33,25-45,African-American,0,0,0,8,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,3,819,0,0,High
5605,Male,38,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,803,0,0,Low
5607,Male,38,25-45,Caucasian,0,0,0,2,-21,21,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,814,0,0,Low
5609,Male,59,Greater_than_45,African-American,0,0,0,22,-1,1,F,1,(F2),0,N,0,N,Risk of Recidivism,Risk of Violence,68,84,0,1,High
5611,Male,29,25-45,Other,0,0,0,4,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,202,1,1,High
5612,Male,57,Greater_than_45,African-American,0,0,0,9,-1,90,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,759,0,0,High
5613,Male,53,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,3,264,1,1,Low
5614,Male,33,25-45,African-American,0,0,0,2,-1,1,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,241,0,1,High
5617,Male,58,Greater_than_45,Caucasian,0,0,0,1,-1,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,802,0,0,Low
5618,Male,51,Greater_than_45,Caucasian,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,930,0,0,Low
5620,Male,25,25-45,African-American,0,0,2,11,126,502,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,126,1,1,High
5621,Male,53,Greater_than_45,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,40,1085,0,0,Low
5623,Male,32,25-45,Caucasian,0,0,0,0,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,17,284,1,1,High
5627,Male,35,25-45,African-American,0,0,0,6,-1,1,F,1,(F1),1,N,1,(F1),Risk of Recidivism,Risk of Violence,10,24,1,1,High
5628,Male,39,25-45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,914,0,0,Low
5631,Male,36,25-45,Hispanic,0,0,0,1,-14,14,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1134,0,0,High
5632,Female,42,25-45,Caucasian,0,0,0,5,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,5,631,1,1,Low
5633,Male,37,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1126,0,0,Low
5634,Male,39,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1054,0,0,Low
5635,Female,52,Greater_than_45,Caucasian,0,0,0,3,-25,25,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,857,0,0,Low
5637,Male,60,Greater_than_45,Other,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,768,0,0,Low
5638,Male,37,25-45,Hispanic,0,0,0,2,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,850,1,0,Low
5639,Male,42,25-45,Caucasian,0,0,0,4,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,17,231,1,1,Low
5644,Male,44,25-45,Hispanic,0,0,0,0,-1,-1,M,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,286,0,1,Low
5646,Male,23,Less_than_25,African-American,0,0,0,6,0,0,F,1,(M2),30,N,1,(F3),Risk of Recidivism,Risk of Violence,1,62,1,1,High
5647,Female,42,25-45,African-American,0,0,0,0,-1,1,M,1,(M2),272,N,0,N,Risk of Recidivism,Risk of Violence,0,180,1,1,Low
5649,Female,28,25-45,Caucasian,0,0,0,2,-36,36,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,899,0,0,Low
5650,Male,28,25-45,African-American,0,0,0,5,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,968,0,0,Low
5651,Male,38,25-45,Caucasian,0,0,0,12,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1064,0,0,High
5652,Female,43,25-45,African-American,0,0,0,2,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,1,24,1,1,Low
5654,Male,42,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,895,0,0,High
5655,Female,25,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,806,0,0,Low
5657,Male,32,25-45,African-American,0,0,0,7,0,0,F,1,(F3),0,N,1,(M1),Risk of Recidivism,Risk of Violence,37,154,1,1,High
5658,Male,21,Less_than_25,African-American,0,0,0,0,0,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,192,1,1,High
5659,Female,35,25-45,Caucasian,0,0,0,1,-30,30,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,905,0,0,High
5660,Male,37,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,126,1137,0,0,High
5664,Female,33,25-45,African-American,0,0,0,2,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,892,0,0,Low
5665,Female,51,Greater_than_45,Caucasian,0,0,0,4,-11,11,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,52,0,0,Low
5666,Male,39,25-45,Caucasian,0,0,0,3,-1,1,F,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,2,928,1,0,Low
5667,Male,35,25-45,Hispanic,0,0,0,5,-1,1,M,1,(M1),0,N,1,(M2),Risk of Recidivism,Risk of Violence,1,306,1,1,High
5668,Male,40,25-45,African-American,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,12,1048,0,0,High
5669,Male,32,25-45,African-American,0,0,0,17,0,0,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,402,1,1,High
5670,Male,18,Less_than_25,Caucasian,5,0,0,4,85,32,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,85,0,1,High
5671,Male,32,25-45,Caucasian,0,0,0,3,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,424,0,1,High
5672,Male,37,25-45,Other,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,858,0,0,Low
5673,Male,32,25-45,African-American,0,0,0,10,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,106,1,1,High
5675,Male,47,Greater_than_45,Caucasian,0,0,0,5,0,0,M,1,(F2),0,N,1,(F2),Risk of Recidivism,Risk of Violence,0,76,1,1,Low
5676,Female,23,Less_than_25,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1173,0,0,High
5677,Male,63,Greater_than_45,Caucasian,0,0,0,10,0,0,F,1,(M2),1,N,1,(F3),Risk of Recidivism,Risk of Violence,2,70,0,1,Low
5678,Male,38,25-45,African-American,0,1,0,16,-1,1,F,1,(F3),1,N,1,(F3),Risk of Recidivism,Risk of Violence,241,744,1,1,High
5680,Male,32,25-45,African-American,0,0,0,6,-1,1,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,1,301,0,1,High
5681,Male,31,25-45,African-American,0,0,0,4,-1,1,F,1,(F2),0,N,1,(F1),Risk of Recidivism,Risk of Violence,23,47,1,1,High
5684,Male,23,Less_than_25,African-American,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1077,0,0,Low
5685,Male,38,25-45,Hispanic,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,125,1039,0,0,High
5686,Female,47,Greater_than_45,Caucasian,0,0,0,0,-3,3,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,977,0,0,Low
5687,Male,33,25-45,Caucasian,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,9,36,1,1,High
5689,Male,22,Less_than_25,Caucasian,0,0,0,1,-11,11,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,943,1,0,Low
